id,clee,nom_estab,raz_social,codigo_act,nombre_act,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,num_local,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,telefono,correoelec,www,tipoUniEco,latitud,longitud,fecha_alta
884915,09015722514006571000000000U0,LA CASA DE LA TORTA,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,RICARDO FLORES MAGON,CALLE,CEDRO,CALLE,FRESNO,CALLE,ELIGIO ANCONA,298,A,,,0,,COLONIA,SANTA MARIA LA RIBERA,,,,6400,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,0470,15,,,,Fijo,19.45512545,-99.16004939000001,2014-12
9157079,09017722514008241000000000U4,LA CASA DE LA TORTA,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,COMUNICACIONES Y OBRAS PUBLICAS,CALLE,CONGRESO,CALLE,TRABAJO Y PREVISION SOCIAL,CALLE,CORREOS Y TELÉGRAFOS,64,,,,NA,,COLONIA,FEDERAL,,,,15700,9,Ciudad de México,17,Venustiano Carranza,1,Venustiano Carranza,1011,13,,,,Fijo,19.42248298,-99.0864028,2019-11
710132,09006722514001481000000000U6,LA CASA DE LA TORTA,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,PUEBLA,CALLE,C,CALLE,B,AVENIDA,CALZADA GENERAL IGNACIO ZARAGOZA,69,,,,NA,,COLONIA,AGRICOLA PANTITLAN,,,,8100,9,Ciudad de México,6,Iztacalco,1,Iztacalco,0128,5,,,,Fijo,19.40233813,-99.06265870000001,2014-12
744627,09002722212006281001000000U5,LA CASA DEL GOURMET,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,TLAXCALTECAS,AVENIDA,ANTONIO VALERIANO,CALLE,ZAACHILA,CALLE,QUICHES,72,SN,,,0,,COLONIA,LA RAZA,,,,2990,9,Ciudad de México,2,Azcapotzalco,1,Azcapotzalco,0788,9,5538294996,,,Fijo,19.4670951,-99.14640320999999,2010-07
7743431,09015722514010881000000000U7,LA CASA DEL ABUELO FIDEL,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,IGNACIO MARISCAL,CALLE,EZEQUIEL MONTES,CALLE,JOSE MARIA IGLESIAS,CALLE,TOMÁS ALVA EDISON,150,,,,NA,,COLONIA,TABACALERA,,,,6030,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,070A,8,,209RETROCHAMPY@GMAL.COM,,Fijo,19.43832967,-99.15522676,2019-11
961816,09014722212001661000000000U8,LA CASA DEL BAUCE TAQUERIA,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,UNIVERSIDAD,EJE VIAL,5 SUR (EUGENIA),CALLE,XOCHICALCO,CALLE,XOCHICALCO,412,"A,B",,,0,A Y B,COLONIA,NARVARTE ORIENTE,,,,3023,9,Ciudad de México,14,Benito Juárez,1,Benito Juárez,044A,15,,,,Fijo,19.38560405,-99.15500485,2010-07
9420438,09010722514006075000055470S3,LA CASA DEL APSTOR,LCDP DK SAPI DE CV,722514,Restaurantes con servicio de preparación de tacos y tortas,51 a 100 personas,CALLE,LIC FRANCISCOBENITES,CALLE,A.SALVADOR T,CALLE,OLIVAR,CALLE,CANALITO,93,,,,NA,,COLONIA,PROGRESO,,,,1080,9,Ciudad de México,10,Álvaro Obregón,1,Álvaro Obregón,1222,37,,,,Fijo,19.33748901,-99.20922670000002,2023-11
795270,09006722212003751000000000U1,EL COLOSO DE LAS TORTAS,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,CORTEZA,CALLE,ARRAYAN,CALLE,HOJA DE ÁRBOL,CALLE,SECCIÓN COLORÍN,9,,,,NA,,COLONIA,INFONAVIT IZTACALCO,,,,8900,9,Ciudad de México,6,Iztacalco,1,Iztacalco,0931,7,,,,Fijo,19.38332308,-99.10732347000001,2010-07
715135,09007722514006602000000000U0,EL COCHINITO DE ORO,EL COCHINITO DE ORO,722514,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,EJE VIAL,5 SUR (LEYES DE REFORMA),CIRCUITO,ABARROTES Y VIVERES,CALLE,NINGUNO,CIRCUITO,FRUTAS Y LEGUMBRES,NA,SN,PASILLO 2,PASILLO,NA,,ZONA COMERCIAL,CENTRAL DE ABASTOS,CENTRAL DE ABASTO,CENTRAL DE ABASTO ABARROTES Y VIVERES,PASILLO 2 LOCAL 93,9410,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa,2475,6,,,,Fijo,19.37897063,-99.09338345999998,2014-12
904378,09014722514000901000000000U8,LA CASA DE NICHITA,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,,REPÚBLICAS,,TRÍPOLI,,TOKIO,,7-A SUR  GENERAL EMILIANO ZAPATA,183,A,,,NA,,,PORTALES SUR,,,,NA,9,Ciudad de México,14,Benito Juárez,1,Benito Juárez,0990,18,,,,Fijo,19.36465503,-99.15403261,2014-12
678732,09005722518003981010000000U6,LA CASA DE MARY,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,412-A,AVENIDA,493,AVENIDA,495,EJE VIAL,5 NORTE (AVENIDA 412),165,,,,0,,COLONIA,SAN JUAN DE ARAGON 7MA SECC,,,,7910,9,Ciudad de México,5,Gustavo A. Madero,1,Gustavo A. Madero,1985,25,,,,Fijo,19.46770094,-99.07301619,2014-12
1015025,09003722219010902001000000U3,LA CASA DE LOS TACOS,CASA TRINIDAD S DE RL DE CV,722514,Restaurantes con servicio de preparación de tacos y tortas,11 a 30 personas,CALLE,FELIPE CARRILLO PUERTO,CALLE,FRANCISCO ORTEGA,CALLE,AGUAYO,CALLE,CABALLO CALCO,0,SN,,,0,,COLONIA,VILLA COYOACAN,,,,4100,9,Ciudad de México,3,Coyoacán,1,Coyoacán,0130,22,,,,Fijo,19.34852509,-99.16328332,2010-07
7923754,09011722514002541000000000U6,LA CASA DE MAMA,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,ALTA TENSION,CALLE,SANTA CRUZ,CALLE,PORVENIR,CERRADA,CUARTA SANTA CRUZ,0,SN,,,NA,,COLONIA,AMPLIACION LOS OLIVOS,,,,13219,9,Ciudad de México,11,Tláhuac,1,Tláhuac,1357,1,,,,Fijo,19.31113231,-99.04910897999999,2019-11
959776,09014722212005031000000000U0,LA CASA DE LOS LECHONCITOS AL HORNO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,ROMERO DE TERREROS,CALLE,J. ENRIQUE PESTALOZZI,CALLE,ENRIQUE REBSAMEN,CALLE,LUZ SAVIÑÓN,1153,A,,,NA,,COLONIA,NARVARTE PONIENTE,,,,3020,9,Ciudad de México,14,Benito Juárez,1,Benito Juárez,0257,9,,,,Fijo,19.39398666,-99.15891630000002,2010-07
704136,09017722514003991000000000U9,EL RINCON DE LAS DELICIAS,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,RETORNO 28 DE GENARO GARCIA,CALLE,RETORNO 28 DE GENARO GARCIA,,NINGUNO,CALLE,RETORNO 32 DE GENARO GARCÍA,159,44 Y 45,,,44,44,COLONIA,JARDIN BALBUENA,,,,15900,9,Ciudad de México,17,Venustiano Carranza,1,Venustiano Carranza,1149,5,5515034845,,,Fijo,19.41574024,-99.10073652,2014-12
680811,09002722514000911000000000U2,EL RINCON DE LA FUENTE,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,TIERRA INDOMITA,CALLE,TIERRA NUEVA,CALLE,TIERRA BLANCA,CALLE,TIERRA BLANCA,46,,,,NA,,COLONIA,TIERRA NUEVA,,,,2130,9,Ciudad de México,2,Azcapotzalco,1,Azcapotzalco,0167,2,,JENKA.JC78@GMAIL.COM,,Fijo,19.49935607,-99.20029041999999,2014-12
738329,09005722110001463001000000U3,EL RINCON AZTECA,,722514,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,AVENIDA,MIGUEL BERNARD,CALLE,TEMPLO DE DIANA,PRIVADA,EX-HACIENDA LA ESCALERA,CALLE,PIRÁMIDES DE EGIPTO,35,,,,0,,COLONIA,SIETE MARAVILLAS,,,,7707,9,Ciudad de México,5,Gustavo A. Madero,1,Gustavo A. Madero,338A,37,,,,Fijo,19.51524118,-99.14301235,2010-07
807705,09007722219027922000000000U3,EL REY DEL TACO,,722514,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,CALZADA,ERMITA IZTAPALAPA,CALLE,JOAQUIN BARANDA,CALLE,JULIO DE LA FUENTE,EJE VIAL,8 SUR (CALZADA ERMITA IZTAPALAPA),276,,,,0,,BARRIO,SAN LUCAS,,,,9000,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa,1227,20,,,WWW.ELREYDELTACO.COM,Fijo,19.35600018,-99.09484921000002,2010-07
763953,09016722110002243000000000U5,EL REY DEL SUADERO,,722514,Restaurantes con servicio de preparación de tacos y tortas,11 a 30 personas,AVENIDA,HORACIO,CALLE,SUDERMAN,CALLE,HIPOLITO TAINE,CALLE,SUDERMAN,206,,EDIFICIO SIN NOMBRE,PLANTA BAJA,NA,,COLONIA,POLANCO V SECCION,,,,11560,9,Ciudad de México,16,Miguel Hidalgo,1,Miguel Hidalgo,0675,15,5555450560,ELREY_DELSUADERO@HOTMAIL.COM,,Fijo,19.43299259,-99.18447877,2010-07
863708,09015722212024621000000000U2,EL REY DEL TACO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,COAHUILA,CALLE,CORDOBA,CALLE,MERIDA,CALLE,CHIAPAS,NA,SN,,,NA,,COLONIA,ROMA NORTE,,,,6700,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,1110,21,,,,Semifijo,19.4126827,-99.15592644,2010-07
7732980,09015722514009901000000000U6,FLAUTAS Y TACOS EL COMPA,EL COMPA,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,DOCTOR ILDELFONSO VELASCO,CALLE,DOCTOR RAFAEL LUCIO,CALLE,DOCTOR MANUEL CARMONA Y VALLE,CALLE,DOCTOR IGNACIO ERAZO,166,,,,0,,COLONIA,DOCTORES,,,,6720,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,1125,16,,,,Fijo,19.41954953,-99.15263873000002,2019-11
7137558,09017722514005741000000000U6,EL REY DE LOS TACOS,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,JAPON,CALLE,CANTON,CALLE,DAMASCO,CALLE,GUINEA,0,SN,,,0,,COLONIA,ROMERO RUBIO,,,,15400,9,Ciudad de México,17,Venustiano Carranza,1,Venustiano Carranza,030A,23,5549554499,,,Semifijo,19.44211433,-99.0994012,2019-11
9421664,09003722514006071000055569S7,EL REY DE LA ARRACHERA,AFES COMERCIAL SA DE CV,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,MIGUEL ANGEL DE QUEVEDO,CALLE,VIRGINIA,CALLE,SEGUNDA CERRADA MIGUEL ÁNGEL DE QUEVEDO,AVENIDA,MIGUEL ÁNGEL DE QUEVEDO,1144,,,PISO 1,NA,,COLONIA,PARQUE SAN ADRS,CENTRO Y PLAZA COMERCIAL,PUNTO MAQ,30,4040,9,Ciudad de México,3,Coyoacán,1,Coyoacán,0164,5,,,,Fijo,19.34249631,-99.14669627,2023-11
655417,09005722514005741000000000U1,EL REY DE LOS TACOS,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,CUAUTEPEC,CALLE,RAMON NOVARRO,CALLE,JOAQUIN PARDAVE,CALLE,AMANDA DEL LLANO,10,MZ 185 LOTE 10,,,110,,COLONIA,JORGE NEGRETE,,,,7280,9,Ciudad de México,5,Gustavo A. Madero,1,Gustavo A. Madero,0313,17,,,,Fijo,19.52660663,-99.14223957,2013-07
7137559,09017722514005751000000000U5,EL REY DE LOS TACOS,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,CANTON,CALLE,GUINEA,AVENIDA,ÁFRICA,CALLE,GUINEA,78,,,,0,,COLONIA,ROMERO RUBIO,,,,15400,9,Ciudad de México,17,Venustiano Carranza,1,Venustiano Carranza,030A,24,5549554499,,,Fijo,19.44188011,-99.09969665,2019-11
766728,09007722514005211000000000U1,EL RECREO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,JOSE MARIA PATONI,CALLE,GENERAL JESUS GARCIA MORALES,AVENIDA,TEXCOCO,CALLE,LICENCIADO EUSTAQUIO BUELNA,122,,,,NA,,COLONIA,JUAN ESCUTIA,,,,9100,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa,2386,36,,,,Fijo,19.38774543,-99.03020872,2014-12
9065167,09003722514005631000000000U9,EL REFRAN TACOS Y COMIDA PARA LLEVAR,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,PENNSYLVANIA,CALLE,CANADA,CALLE,E. PALLARES Y PORTILLO,AVENIDA,DIVISIÓN DEL NORTE,139,A,,,0,,COLONIA,PARQUE SAN ANDRES,,,,4040,9,Ciudad de México,3,Coyoacán,1,Coyoacán,015A,11,5587246314,,,Fijo,19.34654727,-99.15106371,2019-11
8116908,09002722513003391000000000U6,EL REGRESO TACOS DE GUISADO Y COMIDA PARA LLEVAR,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,19,CALLE,22,CALLE,24,AVENIDA,CENTRAL,85,,,,0,,COLONIA,PRO-HOGAR,,,,2600,9,Ciudad de México,2,Azcapotzalco,1,Azcapotzalco,0415,9,,,,Fijo,19.47465218,-99.14915565,2019-11
687048,09016722514002081000000000U2,FLAUTA LUPITA,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,LAGUNA DE MAYRAN,CALLE,BAHIA DE SAN HIPOLITO,CALLE,LAGO XOCHIMILCO,CALLE,BAHÍA ESPÍRITU SANTO,NA,SN,,,NA,,COLONIA,ANAHUAC,,,,11300,9,Ciudad de México,16,Miguel Hidalgo,1,Miguel Hidalgo,0482,11,,,,Semifijo,19.44075203,-99.17809128,2014-12
894569,09015722514007611000000000U3,EL RANCHITO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,TURIN,CALLE,ABRAHAM GONZALEZ,EJE VIAL,1 PONIENTE (AVENIDA BUCARELI),AVENIDA,CHAPULTEPEC,8,,MERCADO PUBLICO,PASILLO,274,,COLONIA,JUAREZ,MERCADO PUBLICO,MERCADO JUAREZ,274,6600,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,0856,19,5555354993,,,Fijo,19.42649131,-99.15479711,2014-12
8443448,09012722514004572000000000U7,FACTOR CHILANGO,,722514,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,AVENIDA,INSURGENTES SUR,PERIFERICO,BOULEVARD ADOLFO RUIZ CORTINES,CALLE,ZAPOTE,,NINGUNO,NA,SN,,,NA,,COLONIA,PEÑA POBRE,,,,14060,9,Ciudad de México,12,Tlalpan,1,Tlalpan,1890,1,,,,Fijo,19.29596084,-99.18483409,2019-11
1014899,09003722219004131001000000U7,EL COYOTE HAMBRIENTO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,MIGUEL HIDALGO,CALLE,CABALLO CALCO,CALLE,VALLARTA,CALLE,HIGUERA,296,A,,,NA,,COLONIA,COYOACAN CENTRO,,,,4100,9,Ciudad de México,3,Coyoacán,1,Coyoacán,0145,5,,,,Fijo,19.34956969,-99.16131415000001,2010-07
810966,09006722219002681000000000U6,EL COSTEÑO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,CALZADA GENERAL IGNACIO ZARAGOZA,CALLE,ORIENTE 245,EJE VIAL,5 ORIENTE (JAVIER ROJO GOMEZ),CALLE,SUR 4,933,,,,NA,,COLONIA,AGRICOLA ORIENTAL,,,,8500,9,Ciudad de México,6,Iztacalco,1,Iztacalco,019A,6,,,,Fijo,19.40448821,-99.0703509,2010-07
927896,09010722514000821000000000U6,EL CORRAL TAQUERIA,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,VERACRUZ,CALLE,HIDALGO,CALLE,PUEBLA,AVENIDA,TOLUCA,26,,,,NA,,COLONIA,PROGRESO,,,,1080,9,Ciudad de México,10,Álvaro Obregón,1,Álvaro Obregón,1190,12,,,,Fijo,19.34123213,-99.20068990000001,2014-12
665802,09002722219009161001000000U1,EL CORDERITO,,722514,Restaurantes con servicio de preparación de tacos y tortas,11 a 30 personas,AVENIDA,CENTRAL,CALLE,10,CALLE,12,CALLE,21,197,,,,NA,,COLONIA,PRO HOGAR,,,,2600,9,Ciudad de México,2,Azcapotzalco,1,Azcapotzalco,0398,15,5553568581,,,Fijo,19.47602266,-99.15460055000001,2010-07
7721497,09011722514002691000000000U9,LA CABAÑITA DEL SABOR,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,JUAN BAUTISTA,CALLE,GALLO DE ORO,CALLE,EL BARON GITANO (MANUEL ACUÑA),CALLE,JACOBO POLACO (GUADALUPE VICTORIA),0,SN,,,0,,COLONIA,LA NOPALERA,,,,13220,9,Ciudad de México,11,Tláhuac,1,Tláhuac,0626,16,,,,Fijo,19.29527739,-99.05478886000002,2019-11
916262,09012722514002931000000000U7,EL DESCANZO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,SAN FERNANDO,CALLE,NIÑO JESUS,CALZADA,VIADUCTO TLALPAN,CALLE,MIGUEL HIDALGO,NA,SN,,,NA,,COLONIA,SECCION XVI,,,,14080,9,Ciudad de México,12,Tlalpan,1,Tlalpan,0962,8,,,,Semifijo,19.28880517,-99.16053740999999,2014-12
946392,09011722514001451000000000U9,LA CABAÑA DEL TACO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,FRANCISCO JIMENEZ,CALLE,SANTIAGO FERNANDEZ,CALLE,SIMON ÁLVAREZ,CALLE,ONOFRE CAPETO,0,SN,,,0,,COLONIA,LA CONCHITA,,,,13360,9,Ciudad de México,11,Tláhuac,1,Tláhuac,0931,12,,,,Fijo,19.28567832,-99.03644084,2014-12
667809,09002722219010662000047809M5,LA CABAÑA DE DON GABRIEL,LA CABAÑA DE DON GABRIEL SA DE CV,722514,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,EJE VIAL,3 NORTE (16 DE SEPTIEMBRE),CALLE,CERRADA LIBERTAD,AVENIDA,AZCAPOTZALCO,CALLE,LIBERTAD,37,,,,NA,,COLONIA,VILLA AZCAPOTZALCO,,,,2000,9,Ciudad de México,2,Azcapotzalco,1,Azcapotzalco,0472,13,,LINEMI11@YAHOO.COM.MX,,Fijo,19.47801954,-99.18593471000001,2010-07
8782341,09007722514012461000000000U3,LA CABAÑA DE DON BENJA,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,EJE VIAL,8 SUR (CALZADA ERMITA IZTAPALAPA),CALLE,MORELOS,CALLE,LA ESTRELLA,AVENIDA,HIDALGO,0,SN,,,0,,BARRIO,SAN PABLO,,,,9000,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa,0981,13,,,,Fijo,19.35829443,-99.08878815,2019-11
720284,09007722514007681000000000U3,EL CUÑA,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,GUERRA DE REFORMA,CALLE,BATALLA DE LOMA ALTA,EJE VIAL,5 SUR (LEYES DE REFORMA),CALLE,4 DE DICIEMBRE DE 1860,NA,SN,,,NA,,COLONIA,LEYES DE REFORMA 3RA SECCION,,,,9310,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa,0411,1,,,,Semifijo,19.37788177,-99.06958766000001,2014-12
1013353,09010722212000951000000000U2,EL CUÑADO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,RIO DE TACUBAYA,AVENIDA,SUR 122,CERRADA,SUR 128,CALLE,CALZADA MINAS DE ARENA,NA,SN,,,NA,,COLONIA,REAL DEL MONTE,,,,1120,9,Ciudad de México,10,Álvaro Obregón,1,Álvaro Obregón,0046,3,,,,Semifijo,19.3977964,-99.20076751,2010-07
7216046,09017722514006771000000000U2,LA BURRERIA DEL BARRIO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,LAZARO PAVIA,CALLE,LUCAS ALAMAN,CALLE,PROLONGACION FERROCARRIL INDUSTRIAL,CALLE,SUR 109,1403,,,,0,,COLONIA,AERONAUTICA MILITAR,,,,15970,9,Ciudad de México,17,Venustiano Carranza,1,Venustiano Carranza,0719,11,5530426058,,,Fijo,19.41967243,-99.11518863,2019-11
659883,09016722514003521001000000U6,LA BURRITA MARINERA,,722514,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,AVENIDA,JALISCO,CALLE,AVENIDA PROGRESO,CIRCUITO,INTERIOR (AVENIDA REVOLUCION),CIRCUITO,INTERIOR (AVENIDA REVOLUCIÓN),145,L 4 Y 2,EDIFICIO SIN NOMBRE,PISO 6,NA,,LOCALIDAD,COLONIA TACUBAYA,,,,11800,9,Ciudad de México,16,Miguel Hidalgo,1,Miguel Hidalgo,1175,11,5544492575,,,Fijo,19.407316,-99.18453996999999,2012-06
8711497,09011722514003241000000000U2,LA BURRERIA,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,GUADALUPE VICTORIA,CALLE,PASEO NUEVO,CALLE,ANDRES QUINTANA ROO,CALLE,OJO DE AGUA,NA,SN,,,NA,,COLONIA,GUADALUPE TLALTENCO,,,,13450,9,Ciudad de México,11,Tláhuac,1,Tláhuac,0166,23,,,,Fijo,19.29276403,-99.01463071,2019-11
8443473,09003722514003611000000000U3,LA CASA DE LA FLAUTA,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,DOLORES GUERRERO,PRIVADA,2 DOLORES GUERRERO,ANDADOR,12 DOLORES GUERRERO,PRIVADA,2 DOLORES GUERRERO,210,A,,,0,,UNIDAD HABITACIONAL,CTM CULHUACAN,,,,4909,9,Ciudad de México,3,Coyoacán,1,Coyoacán,1478,32,,,,Fijo,19.31498098,-99.10511757999998,2019-11
1003608,09015722514001651000000000U5,LA CASA DE JERRY,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,PALMA NORTE,CALLE,BELISARIO DOMINGUEZ,CALLE,REPUBLICA DE CUBA,CALLE,SANTO DOMINGO,519,,,,1,,COLONIA,CENTRO,,,,6010,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,0644,12,5539715529,,,Fijo,19.43764696,-99.13454498999998,2010-07
7627615,09012722514005401000000000U8,LA CARRETA Y EL BARRIL,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,CLUB NUEVO LEON,CALZADA,ACOXPA,CALLE,SAN JUAN DE DIOS,CALLE,CLUB ORO,485,H,,,0,,COLONIA,VILLA LAZARO CARDENAS,,,,14370,9,Ciudad de México,12,Tlalpan,1,Tlalpan,0464,5,,,,Fijo,19.29642012,-99.13483487,2019-11
9255522,09007722514018561000000000U4,LA CASA,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,TELECOMUNICACIONES,CALLE,TELECOMUNICACIONES,ANDADOR,1,CALLE,EMILIO BALLI,NA,SN,,,NA,,COLONIA,CHINAMPAC DE JUAREZ,,,,9208,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa,3581,1,,,,Fijo,19.3863321,-99.04795783,2020-11
1005455,09010722219007202000000000U8,EL FARO,,722514,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,CALLE,VERACRUZ,CALLE,HIDALGO,CALLE,PUEBLA,AVENIDA,TOLUCA,30,,,,0,,COLONIA,PROGRESO,,,,1080,9,Ciudad de México,10,Álvaro Obregón,1,Álvaro Obregón,1190,12,5556163515,,,Fijo,19.34124227,-99.20084116999999,2010-07
1013892,09015722219002731010000000U0,LA CANASTA DE ORO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,VENUSTIANO CARRANZA,CALLE,ISABEL LA CATOLICA,CALLE,SIMON BOLIVAR,CALLE,ISABEL LA CATÓLICA,35,,EDIFICIO NO.35,PLANTA BAJA,4,,COLONIA,CENTR0,EDIFICIO COMERCIAL Y DE SERVIC,EDIFICIO NO.35,4,6000,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,0818,2,4455215679,,,Fijo,19.43153671,-99.1385493,2010-07
917875,09012722514001642001000000U1,EL ESPARZA,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CARRETERA,FEDERAL MEXICO-CUERNAVACA,CALLE,5 DE MAYO,CALLE,DILIGENCIAS,CALLE,DILIGENCIAS,5636,,,,NA,,PUEBLO,SAN PEDRO MARTIR,,,,14650,9,Ciudad de México,12,Tlalpan,1,Tlalpan,1176,19,,,,Fijo,19.26626,-99.17089651,2014-12
926071,09010722514000421000000000U5,EL ESCUALO ANTOJITOS,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,CENTENARIO,CALLE,GUADALUPE HIDALGO,CALLE,CUAJIMALPA,CALLE,FRANCISCO DE P. MIRANDA,221,,,,NA,,COLONIA,MERCED GOMEZ,,,,1600,9,Ciudad de México,10,Álvaro Obregón,1,Álvaro Obregón,0756,8,,,,Fijo,19.36636493,-99.20167125999998,2014-12
902720,09014722514000483001000000U7,EL EJE DEL SABOR,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),CALLE,MONOSABIO,PEATONAL,JORGE CARREÑO ALVARADO,CALLE,JOSÉ SIMÓN BOLÍVAR,908,,,,NA,,COLONIA,PERIODISTA,,,,3620,9,Ciudad de México,14,Benito Juárez,1,Benito Juárez,0473,4,72651988,,,Fijo,19.38308591,-99.14738643000001,2014-12
788068,09005722212009851001000000U5,EL DRAGONCITO,,722514,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,CALLE,HENRY FORD,CALLE,OTILIA,CALLE,REBECA,CALLE,SAÚL,NA,SN,,,NA,,COLONIA,GUADALUPE TEPEYAC,,,,7840,9,Ciudad de México,5,Gustavo A. Madero,1,Gustavo A. Madero,181A,33,5555378328,,,Fijo,19.46965645,-99.11758762,2010-07
8257365,09007722514013751000000000U6,EL DORADO EL TACO BORRACHO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,SANTA CRUZ,CALLE,RIO ALDAMA,CALLE,RIO MIRAMONTES,PERIFERICO,CANAL DE GARAY,0,SN,,,0,,COLONIA,PUENTE BLANCO,,,,9770,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa,1918,12,,,,Fijo,19.32701936,-99.06618417000001,2019-11
